Iphoto vs Time
Notes: 90 pol, 30 mW, 9.45 mW on sample, on junction
Filename and original path: C:\Documents and Settings\Pavlo\Desktop\Data\2016\May 4\iphoto\1_9_3.txt
T_K
t_sec	Y1	X1	Idc	V	X	Y	Polarization	IphotoX2	IphotoY2	
2.04000E+2	2.00000E-5	1.23314E-2	1.76000E-4	1.52377E-3	-1.65000E-6	4.65000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.04500E+2	2.00000E-5	1.23314E-2	1.86000E-4	1.52166E-3	-1.63350E-6	7.05000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.05000E+2	2.00000E-5	1.23314E-2	1.81000E-4	1.52103E-3	-1.64300E-6	3.55000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.05500E+2	2.00000E-5	1.23314E-2	1.80000E-4	1.52250E-3	-1.62550E-6	6.30000E-8	9.00001E+1	-1.70000E-7	9.00000E-8
2.06000E+2	2.00000E-5	1.23314E-2	1.85000E-4	1.52047E-3	-1.60100E-6	4.70000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.06500E+2	2.00000E-5	1.23343E-2	1.74000E-4	1.52215E-3	-1.63950E-6	5.75000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.07000E+2	2.00000E-5	1.23343E-2	1.80000E-4	1.52152E-3	-1.61650E-6	4.85000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.07500E+2	2.00000E-5	1.23314E-2	1.81000E-4	1.51660E-3	-1.60750E-6	3.45000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.08000E+2	2.00000E-5	1.23314E-2	1.84000E-4	1.51829E-3	-1.62150E-6	4.75000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.08500E+2	2.00000E-5	1.23343E-2	1.78000E-4	1.51049E-3	-1.55950E-6	3.90000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.09000E+2	2.00000E-5	1.23343E-2	1.76000E-4	1.49778E-3	-1.58600E-6	6.20000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.09500E+2	2.00000E-5	1.23343E-2	1.80000E-4	1.49849E-3	-1.61400E-6	6.30000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.10000E+2	2.00000E-5	1.23343E-2	1.72000E-4	1.49996E-3	-1.59300E-6	4.30000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.10500E+2	2.00000E-5	1.23343E-2	1.78000E-4	1.49624E-3	-1.60000E-6	5.45000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.11000E+2	2.00000E-5	1.23343E-2	1.80000E-4	1.49568E-3	-1.56750E-6	5.10000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.11500E+2	2.00000E-5	1.23343E-2	1.80000E-4	1.49013E-3	-1.61600E-6	4.95000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.12000E+2	2.00000E-5	1.23343E-2	1.80000E-4	1.48353E-3	-1.58550E-6	5.40000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.12500E+2	2.00000E-5	1.23343E-2	1.73000E-4	1.48142E-3	-1.58050E-6	4.10000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.13000E+2	2.00000E-5	1.23343E-2	1.75000E-4	1.47637E-3	-1.59800E-6	6.45000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.13500E+2	2.00000E-5	1.23343E-2	1.76000E-4	1.47517E-3	-1.54000E-6	3.15000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.14000E+2	2.00000E-5	1.23343E-2	1.76000E-4	1.47222E-3	-1.59450E-6	5.40000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.14500E+2	2.00000E-5	1.23343E-2	1.71000E-4	1.46801E-3	-1.60250E-6	6.95000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.15000E+2	2.00000E-5	1.23343E-2	1.81000E-4	1.46359E-3	-1.55700E-6	1.95000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.15500E+2	2.00000E-5	1.23343E-2	1.76000E-4	1.46478E-3	-1.60250E-6	4.45000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.16000E+2	2.00000E-5	1.23343E-2	1.80000E-4	1.45509E-3	-1.53650E-6	5.90000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.16500E+2	2.00000E-5	1.23343E-2	1.78000E-4	1.44723E-3	-1.60750E-6	3.05000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.17000E+2	2.00000E-5	1.23343E-2	1.81000E-4	1.44687E-3	-1.52850E-6	3.35000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.17500E+2	2.00000E-5	1.23343E-2	1.76000E-4	1.44013E-3	-1.54400E-6	1.85000E-8	9.00001E+1	-1.60000E-7	9.00000E-8
2.18000E+2	2.00000E-5	1.23343E-2	1.80000E-4	1.43297E-3	-1.58250E-6	2.95000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.18500E+2	2.00000E-5	1.23371E-2	1.76000E-4	1.43346E-3	-1.54150E-6	1.45000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.19000E+2	2.00000E-5	1.23371E-2	1.80000E-4	1.42693E-3	-1.55800E-6	1.60000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.19500E+2	2.00000E-5	1.23371E-2	1.85000E-4	1.42223E-3	-1.52800E-6	6.15000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.20000E+2	2.00000E-5	1.23371E-2	1.76000E-4	1.42139E-3	-1.56100E-6	2.95000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.20500E+2	2.00000E-5	1.23371E-2	1.80000E-4	1.41794E-3	-1.52200E-6	4.90000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.21000E+2	2.00000E-5	1.23371E-2	1.77000E-4	1.41352E-3	-1.54250E-6	2.95000E-8	9.00001E+1	-1.60000E-7	9.00000E-8
2.21500E+2	2.00000E-5	1.23371E-2	1.74000E-4	1.41078E-3	-1.55100E-6	5.15000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.22000E+2	2.00000E-5	1.23371E-2	1.77000E-4	1.40797E-3	-1.50200E-6	4.65000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.22500E+2	2.00000E-5	1.23371E-2	1.72000E-4	1.40678E-3	-1.55600E-6	4.30000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.23000E+2	2.00000E-5	1.23371E-2	1.75000E-4	1.40643E-3	-1.49550E-6	5.45000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.23500E+2	2.00000E-5	1.23371E-2	1.72000E-4	1.40706E-3	-1.50950E-6	5.25000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.24000E+2	2.00000E-5	1.23371E-2	1.79000E-4	1.40594E-3	-1.56400E-6	4.00000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.24500E+2	2.00000E-5	1.23371E-2	1.72000E-4	1.40615E-3	-1.50150E-6	5.40000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.25000E+2	2.00000E-5	1.23371E-2	1.75000E-4	1.40229E-3	-1.55300E-6	2.40000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.25500E+2	2.00000E-5	1.23371E-2	1.71000E-4	1.40271E-3	-1.53800E-6	3.25000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.26000E+2	2.00000E-5	1.23371E-2	1.81000E-4	1.40243E-3	-1.50450E-6	5.55000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.26500E+2	2.00000E-5	1.23371E-2	1.71000E-4	1.40390E-3	-1.53200E-6	2.85000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.27000E+2	2.00000E-5	1.23371E-2	1.73000E-4	1.40306E-3	-1.55000E-6	6.60000E-8	9.00001E+1	-1.70000E-7	9.00000E-8
2.27500E+2	2.00000E-5	1.23371E-2	1.82000E-4	1.40278E-3	-1.55250E-6	6.35000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.28000E+2	2.00000E-5	1.23371E-2	1.82000E-4	1.39863E-3	-1.53600E-6	2.95000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.28500E+2	2.00000E-5	1.23371E-2	1.73000E-4	1.39618E-3	-1.49850E-6	5.25000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.29000E+2	2.00000E-5	1.23371E-2	1.73000E-4	1.39653E-3	-1.51700E-6	1.85000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.29500E+2	2.00000E-5	1.23371E-2	1.82000E-4	1.39400E-3	-1.53300E-6	3.50000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.30000E+2	2.00000E-5	1.23371E-2	1.82000E-4	1.38705E-3	-1.51850E-6	6.35000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.30500E+2	2.00000E-5	1.23371E-2	1.72000E-4	1.38684E-3	-1.53050E-6	1.70000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.31000E+2	2.00000E-5	1.23371E-2	1.72000E-4	1.38599E-3	-1.49850E-6	6.75000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.31500E+2	2.00000E-5	1.23371E-2	1.83000E-4	1.39021E-3	-1.50400E-6	6.40000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.32000E+2	2.00000E-5	1.23371E-2	1.75000E-4	1.39014E-3	-1.52000E-6	3.50000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.32500E+2	2.00000E-5	1.23371E-2	1.72000E-4	1.39498E-3	-1.43250E-6	3.45000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.33000E+2	2.00000E-5	1.23371E-2	1.78000E-4	1.39568E-3	-1.54600E-6	6.45000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.33500E+2	2.00000E-5	1.23371E-2	1.74000E-4	1.39765E-3	-1.50650E-6	6.30000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.34000E+2	2.00000E-5	1.23371E-2	1.76000E-4	1.39927E-3	-1.48000E-6	2.85000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.34500E+2	2.00000E-5	1.23371E-2	1.75000E-4	1.40229E-3	-1.54450E-6	5.20000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.35000E+2	2.00000E-5	1.23371E-2	1.78000E-4	1.40222E-3	-1.50350E-6	4.20000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.35500E+2	2.00000E-5	1.23371E-2	1.84000E-4	1.40257E-3	-1.44700E-6	1.75000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.36000E+2	2.00000E-5	1.23371E-2	1.76000E-4	1.40179E-3	-1.52350E-6	7.40000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.36500E+2	2.00000E-5	1.23371E-2	1.71000E-4	1.40060E-3	-1.50200E-6	5.35000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.37000E+2	2.00000E-5	1.23371E-2	1.77000E-4	1.40193E-3	-1.47250E-6	4.40000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.37500E+2	2.00000E-5	1.23371E-2	1.74000E-4	1.40502E-3	-1.53600E-6	5.20000E-8	9.00001E+1	-1.60000E-7	9.00000E-8
2.38000E+2	2.00000E-5	1.23371E-2	1.85000E-4	1.40580E-3	-1.48450E-6	3.75000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.38500E+2	2.00000E-5	1.23371E-2	1.76000E-4	1.40650E-3	-1.50300E-6	5.80000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.39000E+2	2.00000E-5	1.23371E-2	1.70000E-4	1.40545E-3	-1.53550E-6	5.70000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.39500E+2	2.00000E-5	1.23371E-2	1.78000E-4	1.40643E-3	-1.49800E-6	2.50000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.40000E+2	2.00000E-5	1.23371E-2	1.85000E-4	1.40657E-3	-1.51750E-6	5.15000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.40500E+2	2.00000E-5	1.23371E-2	1.76000E-4	1.41078E-3	-1.52600E-6	3.80000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.41000E+2	2.00000E-5	1.23371E-2	1.70000E-4	1.41057E-3	-1.51150E-6	6.30000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.41500E+2	2.00000E-5	1.23371E-2	1.79000E-4	1.41689E-3	-1.49950E-6	6.20000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.42000E+2	2.00000E-5	1.23371E-2	1.85000E-4	1.42040E-3	-1.54200E-6	3.35000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.42500E+2	2.00000E-5	1.23371E-2	1.76000E-4	1.42026E-3	-1.52200E-6	4.85000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.43000E+2	2.00000E-5	1.23371E-2	1.70000E-4	1.42490E-3	-1.50050E-6	2.40000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.43500E+2	2.00000E-5	1.23371E-2	1.79000E-4	1.43058E-3	-1.53900E-6	4.95000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.44000E+2	2.00000E-5	1.23371E-2	1.81000E-4	1.43199E-3	-1.51250E-6	5.85000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.44500E+2	2.00000E-5	1.23371E-2	1.77000E-4	1.44084E-3	-1.53650E-6	4.55000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.45000E+2	2.00000E-5	1.23371E-2	1.84000E-4	1.44533E-3	-1.55250E-6	6.70000E-8	9.00001E+1	-1.70000E-7	9.00000E-8
2.45500E+2	2.00000E-5	1.23371E-2	1.80000E-4	1.44716E-3	-1.53650E-6	4.60000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.46000E+2	2.00000E-5	1.23371E-2	1.82000E-4	1.45509E-3	-1.51900E-6	4.50000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.46500E+2	2.00000E-5	1.23371E-2	1.76000E-4	1.45980E-3	-1.54750E-6	2.60000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.47000E+2	2.00000E-5	1.23371E-2	1.84000E-4	1.46008E-3	-1.54800E-6	2.75000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.47500E+2	2.00000E-5	1.23371E-2	1.80000E-4	1.46661E-3	-1.52400E-6	5.95000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.48000E+2	2.00000E-5	1.23371E-2	1.81000E-4	1.46970E-3	-1.58500E-6	2.65000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.48500E+2	2.00000E-5	1.23371E-2	1.75000E-4	1.47187E-3	-1.56050E-6	6.40000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.49000E+2	2.00000E-5	1.23343E-2	1.84000E-4	1.47784E-3	-1.48900E-6	4.95000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.49500E+2	2.00000E-5	1.23371E-2	1.81000E-4	1.48241E-3	-1.59050E-6	2.75000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.50000E+2	2.00000E-5	1.23371E-2	1.70000E-4	1.48255E-3	-1.53300E-6	5.00000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.50500E+2	2.00000E-5	1.23371E-2	1.76000E-4	1.48985E-3	-1.55300E-6	4.45000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.51000E+2	2.00000E-5	1.23371E-2	1.73000E-4	1.49505E-3	-1.59750E-6	6.55000E-8	9.00001E+1	-1.60000E-7	9.00000E-8
2.51500E+2	2.00000E-5	1.23371E-2	1.78000E-4	1.49673E-3	-1.60000E-6	1.80000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.52000E+2	2.00000E-5	1.23343E-2	1.82000E-4	1.50080E-3	-1.56400E-6	4.70000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.52500E+2	2.00000E-5	1.23343E-2	1.76000E-4	1.49968E-3	-1.60650E-6	3.95000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.53000E+2	2.00000E-5	1.23343E-2	1.73000E-4	1.50151E-3	-1.60150E-6	4.70000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.53500E+2	2.00000E-5	1.23343E-2	1.78000E-4	1.51632E-3	-1.54600E-6	3.55000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.54000E+2	2.00000E-5	1.23343E-2	1.82000E-4	1.51983E-3	-1.60850E-6	7.10000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.54500E+2	2.00000E-5	1.23343E-2	1.76000E-4	1.52173E-3	-1.62050E-6	3.50000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.55000E+2	2.00000E-5	1.23343E-2	1.72000E-4	1.52468E-3	-1.61200E-6	6.95000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.55500E+2	2.00000E-5	1.23314E-2	1.77000E-4	1.52559E-3	-1.62900E-6	2.25000E-8	9.00001E+1	-1.60000E-7	9.00000E-8
2.56000E+2	2.00000E-5	1.23314E-2	1.73000E-4	1.52650E-3	-1.62900E-6	6.70000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.56500E+2	2.00000E-5	1.23314E-2	1.71000E-4	1.52622E-3	-1.59000E-6	2.40000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.57000E+2	2.00000E-5	1.23343E-2	1.81000E-4	1.52791E-3	-1.62600E-6	5.95000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.57500E+2	2.00000E-5	1.23343E-2	1.83000E-4	1.52987E-3	-1.64900E-6	3.30000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.58000E+2	2.00000E-5	1.23314E-2	1.73000E-4	1.53275E-3	-1.59800E-6	4.45000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.58500E+2	2.00000E-5	1.23314E-2	1.71000E-4	1.53577E-3	-1.63150E-6	5.10000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.59000E+2	2.00000E-5	1.23343E-2	1.81000E-4	1.53437E-3	-1.64050E-6	6.75000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.59500E+2	2.00000E-5	1.23343E-2	1.83000E-4	1.53016E-3	-1.63350E-6	3.10000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.60000E+2	2.00000E-5	1.23314E-2	1.73000E-4	1.52826E-3	-1.61600E-6	5.65000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.60500E+2	2.00000E-5	1.23343E-2	1.71000E-4	1.52847E-3	-1.64700E-6	4.60000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.61000E+2	2.00000E-5	1.23343E-2	1.81000E-4	1.53402E-3	-1.59650E-6	8.00000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.61500E+2	2.00000E-5	1.23343E-2	1.83000E-4	1.53746E-3	-1.62900E-6	2.80000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.62000E+2	2.00000E-5	1.23343E-2	1.77000E-4	1.54167E-3	-1.62100E-6	6.80000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.62500E+2	2.00000E-5	1.23343E-2	1.83000E-4	1.53760E-3	-1.60200E-6	3.90000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.63000E+2	2.00000E-5	1.23343E-2	1.79000E-4	1.53479E-3	-1.66600E-6	7.05000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.63500E+2	2.00000E-5	1.23343E-2	1.81000E-4	1.53458E-3	-1.60500E-6	2.05000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.64000E+2	2.00000E-5	1.23343E-2	1.77000E-4	1.53163E-3	-1.61900E-6	8.35000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.64500E+2	2.00000E-5	1.23314E-2	1.83000E-4	1.53156E-3	-1.64900E-6	2.50000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.65000E+2	2.00000E-5	1.23314E-2	1.78000E-4	1.53985E-3	-1.64750E-6	4.50000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.65500E+2	2.00000E-5	1.23343E-2	1.83000E-4	1.54244E-3	-1.56900E-6	2.60000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.66000E+2	2.00000E-5	1.23343E-2	1.77000E-4	1.54581E-3	-1.63000E-6	7.95000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.66500E+2	2.00000E-5	1.23314E-2	1.82000E-4	1.54588E-3	-1.67650E-6	3.25000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.67000E+2	2.00000E-5	1.23314E-2	1.77000E-4	1.54834E-3	-1.62550E-6	6.50000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.67500E+2	2.00000E-5	1.23314E-2	1.72000E-4	1.54911E-3	-1.66450E-6	3.75000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.68000E+2	2.00000E-5	1.23343E-2	1.77000E-4	1.54799E-3	-1.62100E-6	6.85000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.68500E+2	2.00000E-5	1.23314E-2	1.73000E-4	1.54883E-3	-1.63100E-6	3.35000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.69000E+2	2.00000E-5	1.23314E-2	1.79000E-4	1.54869E-3	-1.65150E-6	6.95000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.69500E+2	2.00000E-5	1.23343E-2	1.80000E-4	1.54743E-3	-1.67900E-6	4.65000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.70000E+2	2.00000E-5	1.23314E-2	1.78000E-4	1.54701E-3	-1.62650E-6	5.70000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.70500E+2	2.00000E-5	1.23314E-2	1.75000E-4	1.54455E-3	-1.67950E-6	5.40000E-8	9.00001E+1	-1.70000E-7	9.00000E-8
2.71000E+2	2.00000E-5	1.23314E-2	1.76000E-4	1.54188E-3	-1.63800E-6	7.70000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.71500E+2	2.00000E-5	1.23314E-2	1.80000E-4	1.54890E-3	-1.60700E-6	2.75000E-8	9.00001E+1	-1.60000E-7	9.00000E-8
2.72000E+2	2.00000E-5	1.23343E-2	1.78000E-4	1.55024E-3	-1.65850E-6	8.15000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.72500E+2	2.00000E-5	1.23343E-2	1.85000E-4	1.54933E-3	-1.60400E-6	3.55000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.73000E+2	2.00000E-5	1.23314E-2	1.77000E-4	1.55164E-3	-1.66850E-6	5.85000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.73500E+2	2.00000E-5	1.23314E-2	1.79000E-4	1.54841E-3	-1.62750E-6	6.05000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.74000E+2	2.00000E-5	1.23314E-2	1.75000E-4	1.55038E-3	-1.68200E-6	5.95000E-8	9.00001E+1	-1.60000E-7	9.00000E-8
2.74500E+2	2.00000E-5	1.23314E-2	1.82000E-4	1.56274E-3	-1.63850E-6	7.70000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.75000E+2	2.00000E-5	1.23314E-2	1.78000E-4	1.56400E-3	-1.68500E-6	2.80000E-8	9.00001E+1	-1.70000E-7	9.00000E-8
2.75500E+2	2.00000E-5	1.23314E-2	1.72000E-4	1.56639E-3	-1.65900E-6	8.40000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.76000E+2	2.00000E-5	1.23314E-2	1.84000E-4	1.56555E-3	-1.68250E-6	4.30000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.76500E+2	2.00000E-5	1.23314E-2	1.73000E-4	1.56470E-3	-1.68300E-6	7.65000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.77000E+2	2.00000E-5	1.23314E-2	1.77000E-4	1.56470E-3	-1.68200E-6	3.80000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
2.77500E+2	2.00000E-5	1.23314E-2	1.82000E-4	1.56555E-3	-1.66850E-6	4.30000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.78000E+2	2.00000E-5	1.23314E-2	1.78000E-4	1.56456E-3	-1.70200E-6	7.00000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.78500E+2	2.00000E-5	1.23314E-2	1.81000E-4	1.56442E-3	-1.63550E-6	6.30000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.79000E+2	2.00000E-5	1.23314E-2	1.76000E-4	1.55796E-3	-1.67600E-6	4.15000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.79500E+2	2.00000E-5	1.23314E-2	1.73000E-4	1.55536E-3	-1.65900E-6	5.30000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.80000E+2	2.00000E-5	1.23314E-2	1.83000E-4	1.54933E-3	-1.67400E-6	6.15000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
2.80500E+2	2.00000E-5	1.23314E-2	1.73000E-4	1.53844E-3	-1.65450E-6	6.05000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.81000E+2	2.00000E-5	1.23314E-2	1.71000E-4	1.51604E-3	-1.66750E-6	4.75000E-8	9.00001E+1	-1.70000E-7	9.00000E-8
2.81500E+2	2.00000E-5	1.23314E-2	1.81000E-4	1.38473E-3	-1.69450E-6	2.90000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.82000E+2	2.00000E-5	1.23343E-2	1.84000E-4	4.08257E-4	-7.85000E-7	2.80000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.82500E+2	2.00000E-5	1.23457E-2	1.73000E-4	1.98089E-4	-2.47000E-7	-2.15000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.83000E+2	2.28571E-5	1.23686E-2	1.85000E-4	1.58077E-4	-2.05000E-7	4.20000E-8	9.00001E+1	-1.60000E-7	9.00000E-8
2.83500E+2	2.57143E-5	1.23857E-2	1.84000E-4	1.55868E-4	-2.21000E-7	-3.80000E-8	9.00001E+1	-1.60000E-7	9.00000E-8
2.84000E+2	2.57143E-5	1.23914E-2	1.82000E-4	1.59098E-4	-1.87000E-7	7.50000E-9	9.00001E+1	-1.60000E-7	9.00000E-8
2.84500E+2	2.85714E-5	1.23914E-2	1.72000E-4	1.60069E-4	-1.67500E-7	-1.60000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.85000E+2	2.85714E-5	1.23914E-2	1.76000E-4	1.57704E-4	-2.19500E-7	1.70000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
2.85500E+2	2.57143E-5	1.23914E-2	1.85000E-4	1.60737E-4	-2.13500E-7	-2.45000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.86000E+2	2.57143E-5	1.23914E-2	1.73000E-4	1.62785E-4	-1.86500E-7	2.30000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.86500E+2	2.57143E-5	1.23914E-2	1.71000E-4	1.62989E-4	-1.96000E-7	-2.15000E-8	9.00001E+1	-1.70000E-7	9.00000E-8
2.87000E+2	2.57143E-5	1.23914E-2	1.83000E-4	1.66493E-4	-2.22500E-7	1.85000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
2.87500E+2	2.57143E-5	1.23914E-2	1.78000E-4	1.69955E-4	-2.26500E-7	-2.50000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
