Iphoto vs Time
Notes: 90 pol, 30 mW, 9.45 mW on sample, on junction
Filename and original path: C:\Documents and Settings\Pavlo\Desktop\Data\2016\May 4\iphoto\1_9_1.txt
T_K
t_sec	Y1	X1	Idc	V	X	Y	Polarization	IphotoX2	IphotoY2	
6.00000E+0	0.00000E+0	1.21343E-2	1.81000E-4	9.44323E-3	-6.17000E-6	2.16500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
6.50000E+0	0.00000E+0	1.21371E-2	1.79000E-4	9.44603E-3	-6.12400E-6	2.31500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
7.00000E+0	0.00000E+0	1.21371E-2	1.68000E-4	9.45304E-3	-6.18800E-6	2.03000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
7.50000E+0	0.00000E+0	1.21343E-2	1.71000E-4	9.43132E-3	-6.26650E-6	2.27000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
8.00000E+0	0.00000E+0	1.21343E-2	1.80000E-4	9.39208E-3	-6.11150E-6	2.47500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
8.50000E+0	0.00000E+0	1.21371E-2	1.71000E-4	9.40820E-3	-6.18900E-6	1.88500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
9.00000E+0	0.00000E+0	1.21371E-2	1.69000E-4	9.38227E-3	-6.17000E-6	2.36000E-7	9.00001E+1	-1.80000E-7	8.00000E-8
9.50000E+0	0.00000E+0	1.21371E-2	1.70000E-4	9.35565E-3	-6.09650E-6	1.89000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
1.00000E+1	0.00000E+0	1.21371E-2	1.74000E-4	9.36125E-3	-6.23500E-6	1.85000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
1.05000E+1	0.00000E+0	1.21371E-2	1.71000E-4	9.35144E-3	-6.10750E-6	2.27500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
1.10000E+1	0.00000E+0	1.21371E-2	1.68000E-4	9.30590E-3	-6.17100E-6	2.01000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
1.15000E+1	0.00000E+0	1.21343E-2	1.74000E-4	9.30870E-3	-6.18300E-6	2.17500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
1.20000E+1	0.00000E+0	1.21371E-2	1.79000E-4	9.24635E-3	-6.10750E-6	2.36500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
1.25000E+1	0.00000E+0	1.21371E-2	1.70000E-4	9.25826E-3	-6.13450E-6	1.97000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
1.30000E+1	0.00000E+0	1.21400E-2	1.69000E-4	9.26036E-3	-6.07200E-6	2.11000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
1.35000E+1	0.00000E+0	1.21400E-2	1.78000E-4	9.28488E-3	-6.11350E-6	2.06000E-7	9.00001E+1	-1.80000E-7	8.00000E-8
1.40000E+1	0.00000E+0	1.21400E-2	1.68000E-4	9.30100E-3	-6.02900E-6	2.03000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
1.45000E+1	0.00000E+0	1.21400E-2	1.75000E-4	9.29819E-3	-6.17450E-6	2.24000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
1.50000E+1	0.00000E+0	1.21400E-2	1.68000E-4	9.31431E-3	-6.10800E-6	2.12000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
1.55000E+1	0.00000E+0	1.21400E-2	1.78000E-4	9.32342E-3	-6.02900E-6	1.98500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
1.60000E+1	0.00000E+0	1.21400E-2	1.80000E-4	9.31361E-3	-6.16450E-6	2.30000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
1.65000E+1	0.00000E+0	1.21371E-2	1.71000E-4	9.32342E-3	-6.14450E-6	2.12000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
1.70000E+1	0.00000E+0	1.21371E-2	1.78000E-4	9.27577E-3	-6.14650E-6	2.01000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
1.75000E+1	0.00000E+0	1.21371E-2	1.73000E-4	9.28488E-3	-6.18750E-6	2.46500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
1.80000E+1	0.00000E+0	1.21371E-2	1.78000E-4	9.24915E-3	-6.04250E-6	2.29500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
1.85000E+1	0.00000E+0	1.21371E-2	1.73000E-4	9.24004E-3	-6.14800E-6	1.94000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
1.90000E+1	0.00000E+0	1.21371E-2	1.78000E-4	9.24565E-3	-6.17850E-6	2.32500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
1.95000E+1	0.00000E+0	1.21371E-2	1.72000E-4	9.21762E-3	-6.00100E-6	1.97000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
2.00000E+1	0.00000E+0	1.21400E-2	1.72000E-4	9.16718E-3	-6.07150E-6	1.89000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
2.05000E+1	0.00000E+0	1.21400E-2	1.75000E-4	9.16858E-3	-6.10750E-6	2.20000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
2.10000E+1	0.00000E+0	1.21400E-2	1.68000E-4	9.07679E-3	-5.99250E-6	2.13500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
2.15000E+1	0.00000E+0	1.21400E-2	1.73000E-4	8.98501E-3	-5.95050E-6	2.04500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
2.20000E+1	0.00000E+0	1.21429E-2	1.71000E-4	8.95558E-3	-6.06500E-6	1.85500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
2.25000E+1	0.00000E+0	1.21429E-2	1.76000E-4	8.81055E-3	-5.92400E-6	2.16000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
2.30000E+1	0.00000E+0	1.21457E-2	1.67000E-4	8.65010E-3	-5.69500E-6	1.94500E-7	9.00001E+1	-1.50000E-7	8.00000E-8
2.35000E+1	2.85714E-6	1.21486E-2	1.74000E-4	8.63259E-3	-5.84100E-6	2.06000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
2.40000E+1	2.85714E-6	1.21514E-2	1.81000E-4	8.48895E-3	-5.71200E-6	2.10000E-7	9.00001E+1	-1.70000E-7	9.00000E-8
2.45000E+1	2.85714E-6	1.21543E-2	1.76000E-4	8.36284E-3	-5.62950E-6	1.78000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
2.50000E+1	2.85714E-6	1.21571E-2	1.68000E-4	8.35934E-3	-5.74400E-6	2.05000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
2.55000E+1	2.85714E-6	1.21571E-2	1.75000E-4	8.19749E-3	-5.60700E-6	2.00000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
2.60000E+1	2.85714E-6	1.21571E-2	1.83000E-4	8.08258E-3	-5.40250E-6	1.95500E-7	9.00001E+1	-1.60000E-7	8.00000E-8
2.65000E+1	2.85714E-6	1.21629E-2	1.77000E-4	8.06086E-3	-5.55750E-6	2.20000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
2.70000E+1	2.85714E-6	1.21657E-2	1.67000E-4	7.95367E-3	-5.50500E-6	1.74500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
2.75000E+1	2.85714E-6	1.21657E-2	1.74000E-4	7.82195E-3	-5.45000E-6	1.83500E-7	9.00001E+1	-1.70000E-7	9.00000E-8
2.80000E+1	2.85714E-6	1.21657E-2	1.73000E-4	7.79742E-3	-5.46000E-6	1.98500E-7	9.00001E+1	-1.60000E-7	8.00000E-8
2.85000E+1	2.85714E-6	1.21686E-2	1.76000E-4	7.65660E-3	-5.38850E-6	1.94000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
2.90000E+1	2.85714E-6	1.21714E-2	1.66000E-4	7.55710E-3	-5.29850E-6	1.82500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
2.95000E+1	2.85714E-6	1.21714E-2	1.76000E-4	7.53538E-3	-5.39600E-6	1.66500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
3.00000E+1	2.85714E-6	1.21714E-2	1.73000E-4	7.41838E-3	-5.30800E-6	1.83000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
3.05000E+1	2.85714E-6	1.21714E-2	1.72000E-4	7.30207E-3	-5.17800E-6	1.67000E-7	9.00001E+1	-1.50000E-7	8.00000E-8
3.10000E+1	2.85714E-6	1.21743E-2	1.77000E-4	7.28946E-3	-5.24400E-6	2.02000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
3.15000E+1	2.85714E-6	1.21771E-2	1.78000E-4	7.20749E-3	-5.20300E-6	1.70500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
3.20000E+1	2.85714E-6	1.21771E-2	1.73000E-4	7.10589E-3	-5.07600E-6	1.23500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
3.25000E+1	2.85714E-6	1.21800E-2	1.72000E-4	7.10589E-3	-5.16750E-6	2.02000E-7	9.00001E+1	-1.80000E-7	8.00000E-8
3.30000E+1	2.85714E-6	1.21800E-2	1.69000E-4	6.99239E-3	-5.06700E-6	1.73000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
3.35000E+1	5.71429E-6	1.21829E-2	1.79000E-4	6.90131E-3	-4.99950E-6	1.92000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
3.40000E+1	5.71429E-6	1.21829E-2	1.74000E-4	6.89570E-3	-5.06600E-6	1.90000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
3.45000E+1	5.71429E-6	1.21857E-2	1.71000E-4	6.83124E-3	-5.04350E-6	1.43500E-7	9.00001E+1	-1.80000E-7	7.00000E-8
3.50000E+1	5.71429E-6	1.21857E-2	1.69000E-4	6.73245E-3	-4.98950E-6	1.87000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
3.55000E+1	5.71429E-6	1.21857E-2	1.71000E-4	6.73595E-3	-4.99200E-6	1.76500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
3.60000E+1	5.71429E-6	1.21857E-2	1.81000E-4	6.65468E-3	-4.93350E-6	1.63500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
3.65000E+1	5.71429E-6	1.21886E-2	1.80000E-4	6.61825E-3	-4.88850E-6	1.84500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
3.70000E+1	5.71429E-6	1.21886E-2	1.69000E-4	6.63646E-3	-4.94600E-6	1.43500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
3.75000E+1	5.71429E-6	1.21914E-2	1.71000E-4	6.57411E-3	-4.90350E-6	1.43500E-7	9.00001E+1	-1.50000E-7	7.00000E-8
3.80000E+1	5.71429E-6	1.21914E-2	1.76000E-4	6.49774E-3	-4.84050E-6	1.86000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
3.85000E+1	5.71429E-6	1.21914E-2	1.78000E-4	6.50965E-3	-4.84550E-6	1.58500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
3.90000E+1	5.71429E-6	1.21943E-2	1.68000E-4	6.42137E-3	-4.82500E-6	1.54500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
3.95000E+1	5.71429E-6	1.21943E-2	1.81000E-4	6.31417E-3	-4.80650E-6	1.68500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
4.00000E+1	5.71429E-6	1.21943E-2	1.81000E-4	6.31907E-3	-4.79350E-6	1.53500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
4.05000E+1	5.71429E-6	1.21971E-2	1.78000E-4	6.32117E-3	-4.77850E-6	1.58000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
4.10000E+1	5.71429E-6	1.21971E-2	1.75000E-4	6.41997E-3	-4.81650E-6	1.56500E-7	9.00001E+1	-1.60000E-7	8.00000E-8
4.15000E+1	5.71429E-6	1.21971E-2	1.80000E-4	6.42557E-3	-4.90750E-6	1.69500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
4.20000E+1	5.71429E-6	1.21943E-2	1.77000E-4	6.23430E-3	-4.74450E-6	1.41500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
4.25000E+1	5.71429E-6	1.21943E-2	1.82000E-4	6.09697E-3	-4.62250E-6	1.69000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
4.30000E+1	5.71429E-6	1.21971E-2	1.74000E-4	6.07595E-3	-4.66550E-6	1.50000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
4.35000E+1	5.71429E-6	1.22029E-2	1.69000E-4	5.91621E-3	-4.57650E-6	1.35500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
4.40000E+1	5.71429E-6	1.22029E-2	1.77000E-4	5.80270E-3	-4.45850E-6	1.92000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
4.45000E+1	8.57143E-6	1.22057E-2	1.69000E-4	5.80270E-3	-4.55800E-6	1.31500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
4.50000E+1	8.57143E-6	1.22086E-2	1.74000E-4	5.65347E-3	-4.41200E-6	1.84500E-7	9.00001E+1	-1.60000E-7	8.00000E-8
4.55000E+1	5.71429E-6	1.22114E-2	1.71000E-4	5.54697E-3	-4.27500E-6	1.66500E-7	9.00001E+1	-1.60000E-7	8.00000E-8
4.60000E+1	8.57143E-6	1.22114E-2	1.77000E-4	5.51754E-3	-4.33500E-6	1.29500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
4.65000E+1	8.57143E-6	1.22143E-2	1.69000E-4	5.45378E-3	-4.33750E-6	1.63500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
4.70000E+1	8.57143E-6	1.22171E-2	1.74000E-4	5.40474E-3	-4.24500E-6	1.54000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
4.75000E+1	8.57143E-6	1.22171E-2	1.70000E-4	5.37111E-3	-4.28050E-6	1.18500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
4.80000E+1	8.57143E-6	1.22200E-2	1.76000E-4	5.31295E-3	-4.21600E-6	1.62500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
4.85000E+1	8.57143E-6	1.22200E-2	1.81000E-4	5.27302E-3	-4.15600E-6	1.47500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
4.90000E+1	8.57143E-6	1.22200E-2	1.75000E-4	5.23799E-3	-4.21450E-6	1.29000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
4.95000E+1	8.57143E-6	1.22229E-2	1.70000E-4	5.19665E-3	-4.20900E-6	1.37500E-7	9.00001E+1	-1.60000E-7	8.00000E-8
5.00000E+1	8.57143E-6	1.22229E-2	1.76000E-4	5.13709E-3	-4.11350E-6	1.58000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
5.05000E+1	8.57143E-6	1.22229E-2	1.68000E-4	5.11677E-3	-4.12500E-6	1.22000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
5.10000E+1	8.57143E-6	1.22257E-2	1.75000E-4	5.05932E-3	-4.09000E-6	1.73500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
5.15000E+1	8.57143E-6	1.22257E-2	1.83000E-4	5.01939E-3	-4.05200E-6	1.48500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
5.20000E+1	8.57143E-6	1.22257E-2	1.76000E-4	4.98926E-3	-4.03200E-6	1.09000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
5.25000E+1	8.57143E-6	1.22257E-2	1.80000E-4	4.93881E-3	-4.05300E-6	1.54000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
5.30000E+1	8.57143E-6	1.22286E-2	1.75000E-4	4.90658E-3	-3.99100E-6	1.21500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
5.35000E+1	8.57143E-6	1.22286E-2	1.84000E-4	4.88346E-3	-4.05650E-6	1.33000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
5.40000E+1	8.57143E-6	1.22286E-2	1.77000E-4	4.85964E-3	-3.96900E-6	1.58500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
5.45000E+1	8.57143E-6	1.22314E-2	1.68000E-4	4.81830E-3	-3.95800E-6	1.29500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
5.50000E+1	8.57143E-6	1.22314E-2	1.80000E-4	4.79798E-3	-3.97800E-6	1.67500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
5.55000E+1	8.57143E-6	1.22314E-2	1.83000E-4	4.76926E-3	-3.91200E-6	1.42500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
5.60000E+1	8.57143E-6	1.22314E-2	1.72000E-4	4.73072E-3	-3.91650E-6	1.39000E-7	9.00001E+1	-1.70000E-7	9.00000E-8
5.65000E+1	8.57143E-6	1.22343E-2	1.69000E-4	4.71181E-3	-3.88300E-6	1.34000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
5.70000E+1	1.14286E-5	1.22343E-2	1.80000E-4	4.66136E-3	-3.90650E-6	1.19000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
5.75000E+1	1.14286E-5	1.22343E-2	1.84000E-4	4.61932E-3	-3.86850E-6	1.44000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
5.80000E+1	8.57143E-6	1.22343E-2	1.72000E-4	4.59410E-3	-3.84350E-6	1.19500E-7	9.00001E+1	-1.60000E-7	8.00000E-8
5.85000E+1	8.57143E-6	1.22371E-2	1.78000E-4	4.55066E-3	-3.82050E-6	1.32000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
5.90000E+1	8.57143E-6	1.22371E-2	1.74000E-4	4.50512E-3	-3.79050E-6	1.21000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
5.95000E+1	8.57143E-6	1.22371E-2	1.73000E-4	4.47709E-3	-3.76350E-6	1.46000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
6.00000E+1	1.14286E-5	1.22400E-2	1.70000E-4	4.42664E-3	-3.75700E-6	1.15500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
6.05000E+1	1.14286E-5	1.22400E-2	1.79000E-4	4.38741E-3	-3.70100E-6	1.43500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
6.10000E+1	1.14286E-5	1.22400E-2	1.82000E-4	4.37129E-3	-3.71500E-6	1.19500E-7	9.00001E+1	-1.50000E-7	7.00000E-8
6.15000E+1	1.14286E-5	1.22429E-2	1.72000E-4	4.33206E-3	-3.70500E-6	1.21500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
6.20000E+1	1.14286E-5	1.22429E-2	1.70000E-4	4.28441E-3	-3.67300E-6	1.43500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
6.25000E+1	1.14286E-5	1.22429E-2	1.81000E-4	4.26340E-3	-3.63900E-6	1.06000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
6.30000E+1	1.14286E-5	1.22457E-2	1.73000E-4	4.21715E-3	-3.59550E-6	1.00000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
6.35000E+1	1.14286E-5	1.22457E-2	1.78000E-4	4.18212E-3	-3.59950E-6	1.45000E-7	9.00001E+1	-1.60000E-7	8.00000E-8
6.40000E+1	1.14286E-5	1.22457E-2	1.69000E-4	4.15339E-3	-3.57650E-6	9.85000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
6.45000E+1	1.14286E-5	1.22486E-2	1.71000E-4	4.11136E-3	-3.54450E-6	1.42000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
6.50000E+1	1.14286E-5	1.22486E-2	1.85000E-4	4.07352E-3	-3.56150E-6	1.50000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
6.55000E+1	1.14286E-5	1.22486E-2	1.79000E-4	4.05390E-3	-3.48950E-6	1.11000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
6.60000E+1	1.14286E-5	1.22486E-2	1.79000E-4	4.00136E-3	-3.51550E-6	1.24000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
6.65000E+1	1.14286E-5	1.22514E-2	1.74000E-4	3.97543E-3	-3.42550E-6	9.25000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
6.70000E+1	1.14286E-5	1.22543E-2	1.73000E-4	3.95161E-3	-3.42750E-6	1.12500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
6.75000E+1	1.14286E-5	1.22543E-2	1.78000E-4	3.91518E-3	-3.47700E-6	1.12000E-7	9.00001E+1	-1.70000E-7	8.00000E-8
6.80000E+1	1.14286E-5	1.22543E-2	1.80000E-4	3.89206E-3	-3.33400E-6	8.75000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
6.85000E+1	1.14286E-5	1.22543E-2	1.74000E-4	3.85562E-3	-3.39050E-6	1.29500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
6.90000E+1	1.14286E-5	1.22571E-2	1.72000E-4	3.82339E-3	-3.38100E-6	1.09000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
6.95000E+1	1.14286E-5	1.22571E-2	1.77000E-4	3.79607E-3	-3.36600E-6	8.85000E-8	9.00001E+1	-1.50000E-7	8.00000E-8
7.00000E+1	1.14286E-5	1.22571E-2	1.81000E-4	3.76314E-3	-3.34150E-6	1.31500E-7	9.00001E+1	-1.60000E-7	9.00000E-8
7.05000E+1	1.14286E-5	1.22571E-2	1.80000E-4	3.72951E-3	-3.26550E-6	8.60000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
7.10000E+1	1.14286E-5	1.22600E-2	1.71000E-4	3.70218E-3	-3.30700E-6	1.05000E-7	9.00001E+1	-1.70000E-7	9.00000E-8
7.15000E+1	1.14286E-5	1.22600E-2	1.74000E-4	3.66925E-3	-3.26850E-6	8.95000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
7.20000E+1	1.14286E-5	1.22600E-2	1.73000E-4	3.64683E-3	-3.28200E-6	1.08500E-7	9.00001E+1	-1.60000E-7	8.00000E-8
7.25000E+1	1.42857E-5	1.22629E-2	1.79000E-4	3.63422E-3	-3.20150E-6	1.17000E-7	9.00001E+1	-1.60000E-7	7.00000E-8
7.30000E+1	1.42857E-5	1.22629E-2	1.81000E-4	3.60339E-3	-3.17950E-6	7.90000E-8	9.00001E+1	-1.70000E-7	9.00000E-8
7.35000E+1	1.42857E-5	1.22629E-2	1.74000E-4	3.58097E-3	-3.19050E-6	1.22000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
7.40000E+1	1.42857E-5	1.22629E-2	1.72000E-4	3.58377E-3	-3.15650E-6	8.85000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
7.45000E+1	1.14286E-5	1.22657E-2	1.81000E-4	3.54524E-3	-3.17700E-6	1.07000E-7	9.00001E+1	-1.50000E-7	8.00000E-8
7.50000E+1	1.14286E-5	1.22657E-2	1.71000E-4	3.53123E-3	-3.18050E-6	9.35000E-8	9.00001E+1	-1.70000E-7	7.00000E-8
7.55000E+1	1.42857E-5	1.22657E-2	1.73000E-4	3.53403E-3	-3.17950E-6	1.11500E-7	9.00001E+1	-1.60000E-7	7.00000E-8
7.60000E+1	1.42857E-5	1.22657E-2	1.70000E-4	3.50530E-3	-3.14100E-6	8.75000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
7.65000E+1	1.42857E-5	1.22657E-2	1.79000E-4	3.48709E-3	-3.16400E-6	1.22500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
7.70000E+1	1.14286E-5	1.22657E-2	1.82000E-4	3.49549E-3	-3.10850E-6	1.10500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
7.75000E+1	1.42857E-5	1.22657E-2	1.82000E-4	3.45556E-3	-3.17000E-6	1.08500E-7	9.00001E+1	-1.70000E-7	7.00000E-8
7.80000E+1	1.42857E-5	1.22657E-2	1.83000E-4	3.44225E-3	-3.07600E-6	7.15000E-8	9.00001E+1	-1.60000E-7	8.00000E-8
7.85000E+1	1.42857E-5	1.22686E-2	1.79000E-4	3.44645E-3	-3.09150E-6	1.19500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
7.90000E+1	1.42857E-5	1.22686E-2	1.70000E-4	3.41352E-3	-3.07800E-6	1.11500E-7	9.00001E+1	-1.60000E-7	8.00000E-8
7.95000E+1	1.42857E-5	1.22686E-2	1.75000E-4	3.41772E-3	-3.11900E-6	1.04000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
8.00000E+1	1.42857E-5	1.22686E-2	1.84000E-4	3.43594E-3	-3.11650E-6	7.95000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
8.05000E+1	1.42857E-5	1.22686E-2	1.77000E-4	3.39530E-3	-3.02250E-6	1.19500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
8.10000E+1	1.42857E-5	1.22686E-2	1.78000E-4	3.38830E-3	-3.09650E-6	7.65000E-8	9.00001E+1	-1.70000E-7	8.00000E-8
8.15000E+1	1.42857E-5	1.22686E-2	1.75000E-4	3.37078E-3	-3.06800E-6	1.26000E-7	9.00001E+1	-1.70000E-7	7.00000E-8
8.20000E+1	1.42857E-5	1.22686E-2	1.75000E-4	3.34766E-3	-3.06950E-6	6.20000E-8	9.00001E+1	-1.60000E-7	7.00000E-8
8.25000E+1	1.42857E-5	1.22714E-2	1.78000E-4	3.34275E-3	-3.00850E-6	1.17500E-7	9.00001E+1	-1.70000E-7	8.00000E-8
8.30000E+1	1.42857E-5	1.22714E-2	1.69000E-4	3.33785E-3	-2.99350E-6	6.45000E-8	9.00001E+1	-1.50000E-7	8.00000E-8
